s,C,g/g,g/g,g/g,g/g,g/g,1/s,1/s,1/s,1/s,1/s,W/g,W/g
Time,Temp,Total Mass,vegetation Mass,MOISTURE Mass,CHAR Mass,ASH Mass,Total MLR,vegetation MLR,MOISTURE MLR,CHAR MLR,ASH MLR,MCC,DSC
 3.4200000E+003, 3.0999509E+002, 2.7910009E-001, 2.4055406E-001, 3.9851298E-019, 3.8546044E-002, 3.0626055E-012, 1.2700296E-004, 2.0754985E-004, 0.0000000E+000,-8.0546888E-005,-5.6868444E-014, 0.0000000E+000, 1.4495058E-001
 3.4320000E+003, 3.1099503E+002, 2.7756363E-001, 2.3804313E-001, 3.9851298E-019, 3.9520498E-002, 3.8254352E-012, 1.2907252E-004, 2.1093193E-004, 0.0000000E+000,-8.1859427E-005,-7.0754099E-014, 0.0000000E+000, 1.4590320E-001
 3.4440000E+003, 3.1199496E+002, 2.7600241E-001, 2.3549175E-001, 3.9851298E-019, 4.0510647E-002, 4.7740917E-012, 1.3112673E-004, 2.1428896E-004, 0.0000000E+000,-8.3162231E-005,-8.7952608E-014, 0.0000000E+000, 1.4682651E-001
 3.4560000E+003, 3.1299490E+002, 2.7441663E-001, 2.3290028E-001, 3.9851298E-019, 4.1516360E-002, 5.9528038E-012, 1.3316299E-004, 2.1761665E-004, 0.0000000E+000,-8.4453655E-005,-1.0923540E-013, 0.0000000E+000, 1.4771914E-001
 3.4680000E+003, 3.1399481E+002, 2.7280656E-001, 2.3026906E-001, 3.9851298E-019, 4.2537495E-002, 7.4160738E-012, 1.3517860E-004, 2.2091060E-004, 0.0000000E+000,-8.5731990E-005,-1.3554899E-013, 0.0000000E+000, 1.4857909E-001
 3.4800000E+003, 3.1499475E+002, 2.7117243E-001, 2.2759855E-001, 3.9851298E-019, 4.3573882E-002, 9.2310031E-012, 1.3717082E-004, 2.2416630E-004, 0.0000000E+000,-8.6995475E-005,-1.6805365E-013, 0.0000000E+000, 1.4940409E-001
 3.4920000E+003, 3.1599469E+002, 2.6951453E-001, 2.2488920E-001, 9.0642807E-020, 4.4625331E-002, 1.1480130E-011, 1.3913680E-004, 2.2737912E-004, 0.0000000E+000,-8.8242319E-005,-2.0817044E-013, 0.0000000E+000, 1.5019247E-001
 3.5040000E+003, 3.1699463E+002, 2.6783323E-001, 2.2214161E-001, 9.0642807E-020, 4.5691635E-002, 1.4264893E-011, 1.4107363E-004, 2.3054430E-004, 0.0000000E+000,-8.9470683E-005,-2.5763815E-013, 0.0000000E+000, 1.5094252E-001
 3.5160000E+003, 3.1799454E+002, 2.6612890E-001, 2.1935633E-001, 9.0642807E-020, 4.6772558E-002, 1.7709842E-011, 1.4297834E-004, 2.3365702E-004, 0.0000000E+000,-9.0678674E-005,-3.1858248E-013, 0.0000000E+000, 1.5165184E-001
 3.5280000E+003, 3.1899448E+002, 2.6440188E-001, 2.1653403E-001, 9.0642807E-020, 4.7867846E-002, 2.1967768E-011, 1.4484792E-004, 2.3671229E-004, 0.0000000E+000,-9.1864378E-005,-3.9359970E-013, 0.0000000E+000, 1.5231895E-001
 3.5400000E+003, 3.1999442E+002, 2.6265267E-001, 2.1367545E-001, 9.0642807E-020, 4.8977219E-002, 2.7225942E-011, 1.4667926E-004, 2.3970510E-004, 0.0000000E+000,-9.3025839E-005,-4.8585794E-013, 0.0000000E+000, 1.5294126E-001
 3.5520000E+003, 3.2099432E+002, 2.6088172E-001, 2.1078135E-001, 9.0642807E-020, 5.0100371E-002, 3.3713688E-011, 1.4846923E-004, 2.4263030E-004, 0.0000000E+000,-9.4161063E-005,-5.9921973E-013, 0.0000000E+000, 1.5351707E-001
 3.5640000E+003, 3.2199426E+002, 2.5908956E-001, 2.0785259E-001, 9.0642807E-020, 5.1236983E-002, 4.1711575E-011, 1.5021466E-004, 2.4548269E-004, 0.0000000E+000,-9.5268035E-005,-7.3838971E-013, 0.0000000E+000, 1.5404451E-001
 3.5760000E+003, 3.2299417E+002, 2.5727674E-001, 2.0489006E-001, 9.0642807E-020, 5.2386694E-002, 5.1562560E-011, 1.5191230E-004, 2.4825701E-004, 0.0000000E+000,-9.6344702E-005,-9.0909328E-013, 0.0000000E+000, 1.5452173E-001
 3.5880000E+003, 3.2399411E+002, 2.5544387E-001, 2.0189473E-001, 9.0642807E-020, 5.3549137E-002, 6.3685494E-011, 1.5355890E-004, 2.5094789E-004, 0.0000000E+000,-9.7388991E-005,-1.1182914E-012, 0.0000000E+000, 1.5494654E-001
 3.6000000E+003, 3.2499405E+002, 2.5359154E-001, 1.9886763E-001, 9.0642807E-020, 5.4723904E-002, 7.8591446E-011, 1.5515117E-004, 2.5355001E-004, 0.0000000E+000,-9.8398828E-005,-1.3744402E-012, 0.0000000E+000, 1.5531708E-001
 3.6120000E+003, 3.2599396E+002, 2.5172046E-001, 1.9580987E-001, 9.0642807E-020, 5.5910572E-002, 9.6903464E-011, 1.5668578E-004, 2.5605789E-004, 0.0000000E+000,-9.9372104E-005,-1.6878015E-012, 0.0000000E+000, 1.5563138E-001
 3.6240000E+003, 3.2699390E+002, 2.4983130E-001, 1.9272262E-001, 9.0642807E-020, 5.7108689E-002, 1.1938044E-010, 1.5815943E-004, 2.5846614E-004, 0.0000000E+000,-1.0030670E-004,-2.0708188E-012, 0.0000000E+000, 1.5588649E-001
 3.6360000E+003, 3.2799380E+002, 2.4792486E-001, 1.8960708E-001, 9.0642807E-020, 5.8317777E-002, 1.4694586E-010, 1.5956876E-004, 2.6076930E-004, 0.0000000E+000,-1.0120052E-004,-2.5385661E-012, 0.0000000E+000, 1.5608285E-001
 3.6480000E+003, 3.2899374E+002, 2.4600191E-001, 1.8646458E-001, 9.0642807E-020, 5.9537340E-002, 1.8072260E-010, 1.6091047E-004, 2.6296190E-004, 0.0000000E+000,-1.0205144E-004,-3.1092884E-012, 0.0000000E+000, 1.5621790E-001
 3.6600000E+003, 3.2999365E+002, 2.4406329E-001, 1.8329644E-001, 9.0642807E-020, 6.0766842E-002, 2.2207465E-010, 1.6218120E-004, 2.6503854E-004, 0.0000000E+000,-1.0285735E-004,-3.8050479E-012, 0.0000000E+000, 1.5628974E-001
 3.6720000E+003, 3.3099359E+002, 2.4210985E-001, 1.8010411E-001, 9.0642807E-020, 6.2005736E-002, 2.7265748E-010, 1.6337766E-004, 2.6699380E-004, 0.0000000E+000,-1.0361615E-004,-4.6524984E-012, 0.0000000E+000, 1.5629616E-001
 3.6840000E+003, 3.3199353E+002, 2.4014252E-001, 1.7688908E-001, 9.0642807E-020, 6.3253440E-002, 3.3447858E-010, 1.6449657E-004, 2.6882233E-004, 0.0000000E+000,-1.0432577E-004,-5.6838141E-012, 0.0000000E+000, 1.5623629E-001
 3.6960000E+003, 3.3299344E+002, 2.3816225E-001, 1.7365289E-001, 9.0642807E-020, 6.4509355E-002, 4.0997006E-010, 1.6553470E-004, 2.7051888E-004, 0.0000000E+000,-1.0498416E-004,-6.9377941E-012, 0.0000000E+000, 1.5610830E-001
 3.7080000E+003, 3.3399338E+002, 2.3617001E-001, 1.7039716E-001, 9.0642807E-020, 6.5772854E-002, 5.0207588E-010, 1.6648887E-004, 2.7207818E-004, 0.0000000E+000,-1.0558929E-004,-8.4611875E-012, 0.0000000E+000, 1.5591034E-001
 3.7200000E+003, 3.3499329E+002, 2.3416685E-001, 1.6712357E-001, 9.0642807E-020, 6.7043282E-002, 6.1435668E-010, 1.6735595E-004, 2.7349516E-004, 0.0000000E+000,-1.0613920E-004,-1.0310272E-011, 0.0000000E+000, 1.5564197E-001
 3.7320000E+003, 3.3599323E+002, 2.3215382E-001, 1.6383386E-001, 9.0642807E-020, 6.8319969E-002, 7.5111456E-010, 1.6813287E-004, 2.7476478E-004, 0.0000000E+000,-1.0663192E-004,-1.2552731E-011, 0.0000000E+000, 1.5530112E-001
 3.7440000E+003, 3.3699316E+002, 2.3013203E-001, 1.6052981E-001, 9.0642807E-020, 6.9602214E-002, 9.1754365E-010, 1.6881667E-004, 2.7588225E-004, 0.0000000E+000,-1.0706557E-004,-1.5269895E-011, 0.0000000E+000, 1.5488689E-001
 3.7560000E+003, 3.3799307E+002, 2.2810259E-001, 1.5721330E-001, 9.0642807E-020, 7.0889302E-002, 1.1199088E-009, 1.6940446E-004, 2.7684282E-004, 0.0000000E+000,-1.0743834E-004,-1.8559409E-011, 0.0000000E+000, 1.5439810E-001
 3.7680000E+003, 3.3899301E+002, 2.2606671E-001, 1.5388621E-001, 9.0642807E-020, 7.2180487E-002, 1.3657605E-009, 1.6989349E-004, 2.7764196E-004, 0.0000000E+000,-1.0774846E-004,-2.2538393E-011, 0.0000000E+000, 1.5383369E-001
 3.7800000E+003, 3.3999295E+002, 2.2402556E-001, 1.5055054E-001, 9.0642807E-020, 7.3475011E-002, 1.6641899E-009, 1.7028108E-004, 2.7827534E-004, 0.0000000E+000,-1.0799424E-004,-2.7347206E-011, 0.0000000E+000, 1.5319344E-001
 3.7920000E+003, 3.4099286E+002, 2.2198038E-001, 1.4720829E-001, 9.0642807E-020, 7.4772090E-002, 2.0261337E-009, 1.7056472E-004, 2.7873882E-004, 0.0000000E+000,-1.0817408E-004,-3.3153907E-011, 0.0000000E+000, 1.5247597E-001
 3.8040000E+003, 3.4199280E+002, 2.1993242E-001, 1.4386150E-001, 9.0642807E-020, 7.6070920E-002, 2.4647382E-009, 1.7074200E-004, 2.7902852E-004, 0.0000000E+000,-1.0828648E-004,-4.0159539E-011, 0.0000000E+000, 1.5168054E-001
 3.8160000E+003, 3.4299274E+002, 2.1788301E-001, 1.4051230E-001, 9.0642807E-020, 7.7370688E-002, 2.9957905E-009, 1.7081073E-004, 2.7914078E-004, 0.0000000E+000,-1.0833001E-004,-4.8604388E-011, 0.0000000E+000, 1.5080732E-001
 3.8280000E+003, 3.4399268E+002, 2.1583341E-001, 1.3716285E-001, 9.0642807E-020, 7.8670561E-002, 3.6382339E-009, 1.7076882E-004, 2.7907224E-004, 0.0000000E+000,-1.0830337E-004,-5.8775401E-011, 0.0000000E+000, 1.4985576E-001
 3.8400000E+003, 3.4499261E+002, 2.1378499E-001, 1.3381530E-001, 9.0642807E-020, 7.9969682E-002, 4.4147774E-009, 1.7061440E-004, 2.7881982E-004, 0.0000000E+000,-1.0820536E-004,-7.1014916E-011, 0.0000000E+000, 1.4882548E-001
 3.8520000E+003, 3.4599255E+002, 2.1173912E-001, 1.3047192E-001, 9.0642807E-020, 8.1267200E-002, 5.3526228E-009, 1.7034578E-004, 2.7838076E-004, 0.0000000E+000,-1.0803490E-004,-8.5731040E-011, 0.0000000E+000, 1.4771488E-001
 3.8640000E+003, 3.4699249E+002, 2.0969717E-001, 1.2713493E-001, 9.0642807E-020, 8.2562231E-002, 6.4843229E-009, 1.6996148E-004, 2.7775264E-004, 0.0000000E+000,-1.0779105E-004,-1.0340980E-010, 0.0000000E+000, 1.4652741E-001
 3.8760000E+003, 3.4799243E+002, 2.0766053E-001, 1.2380663E-001, 9.0642807E-020, 8.3853886E-002, 7.8488016E-009, 1.6946021E-004, 2.7693334E-004, 0.0000000E+000,-1.0747300E-004,-1.2462958E-010, 0.0000000E+000, 1.4526181E-001
 3.8880000E+003, 3.4899237E+002, 2.0563060E-001, 1.2048931E-001, 9.0642807E-020, 8.5141279E-002, 9.4925632E-009, 1.6884095E-004, 2.7592119E-004, 0.0000000E+000,-1.0708009E-004,-1.5007798E-010, 0.0000000E+000, 1.4391835E-001
 3.9000000E+003, 3.4999231E+002, 2.0360883E-001, 1.1718531E-001, 9.0642807E-020, 8.6423501E-002, 1.1471115E-008, 1.6810288E-004, 2.7471487E-004, 0.0000000E+000,-1.0661181E-004,-1.8057184E-010, 0.0000000E+000, 1.4249790E-001
 3.9120000E+003, 3.5099225E+002, 2.0159662E-001, 1.1389695E-001, 9.0642807E-020, 8.7699652E-002, 1.3850658E-008, 1.6724545E-004, 2.7331343E-004, 0.0000000E+000,-1.0606778E-004,-2.1708055E-010, 0.0000000E+000, 1.4100116E-001
 3.9240000E+003, 3.5199222E+002, 1.9959542E-001, 1.1062659E-001, 9.0642807E-020, 8.8968821E-002, 1.6710079E-008, 1.6626836E-004, 2.7171642E-004, 0.0000000E+000,-1.0544781E-004,-2.6075372E-010, 0.0000000E+000, 1.3942872E-001
 3.9360000E+003, 3.5299216E+002, 1.9760667E-001, 1.0737655E-001, 9.0642807E-020, 9.0230085E-002, 2.0143299E-008, 1.6517157E-004, 2.6992377E-004, 0.0000000E+000,-1.0475187E-004,-3.1295333E-010, 0.0000000E+000, 1.3778204E-001
 3.9480000E+003, 3.5399213E+002, 1.9563179E-001, 1.0414921E-001, 9.0642807E-020, 9.1482550E-002, 2.4262048E-008, 1.6395534E-004, 2.6793583E-004, 0.0000000E+000,-1.0398011E-004,-3.7529171E-010, 0.0000000E+000, 1.3606185E-001
 3.9600000E+003, 3.5499210E+002, 1.9367222E-001, 1.0094690E-001, 9.0642807E-020, 9.2725299E-002, 2.9199121E-008, 1.6262018E-004, 2.6575348E-004, 0.0000000E+000,-1.0313286E-004,-4.4967588E-010, 0.0000000E+000, 1.3427003E-001
 3.9720000E+003, 3.5599203E+002, 1.9172940E-001, 9.7771920E-002, 9.0642807E-020, 9.3957432E-002, 3.5112230E-008, 1.6116693E-004, 2.6337808E-004, 0.0000000E+000,-1.0221061E-004,-5.3835947E-010, 0.0000000E+000, 1.3240804E-001
 3.9840000E+003, 3.5699200E+002, 1.8980470E-001, 9.4626613E-002, 9.0642807E-020, 9.5178053E-002, 4.2188500E-008, 1.5959669E-004, 2.6081139E-004, 0.0000000E+000,-1.0121406E-004,-6.4400363E-010, 0.0000000E+000, 1.3047738E-001
 3.9960000E+003, 3.5799197E+002, 1.8789954E-001, 9.1513231E-002, 9.0642807E-020, 9.6386269E-002, 5.0649799E-008, 1.5791088E-004, 2.5805572E-004, 0.0000000E+000,-1.0014408E-004,-7.6974771E-010, 0.0000000E+000, 1.2847966E-001
 4.0080000E+003, 3.5899197E+002, 1.8601531E-001, 8.8434048E-002, 9.0642807E-020, 9.7581208E-002, 6.0758936E-008, 1.5611123E-004, 2.5511388E-004, 0.0000000E+000,-9.9001743E-005,-9.1929259E-010, 0.0000000E+000, 1.2641713E-001
 4.0200000E+003, 3.5999194E+002, 1.8415335E-001, 8.5391261E-002, 9.0642807E-020, 9.8762013E-002, 7.2826992E-008, 1.5419976E-004, 2.5198917E-004, 0.0000000E+000,-9.7788317E-005,-1.0969972E-009, 0.0000000E+000, 1.2429126E-001
 4.0320000E+003, 3.6099194E+002, 1.8231498E-001, 8.2387052E-002, 9.0642807E-020, 9.9927835E-002, 8.7221856E-008, 1.5217882E-004, 2.4868536E-004, 0.0000000E+000,-9.6505239E-005,-1.3079912E-009, 0.0000000E+000, 1.2210446E-001
 4.0440000E+003, 3.6199191E+002, 1.8050151E-001, 7.9423547E-002, 9.0642807E-020, 1.0107785E-001, 1.0437824E-007, 1.5005106E-004, 2.4520679E-004, 0.0000000E+000,-9.5154159E-005,-1.5583067E-009, 0.0000000E+000, 1.1985886E-001
 4.0560000E+003, 3.6299191E+002, 1.7871419E-001, 7.6502807E-002, 9.0642807E-020, 1.0221126E-001, 1.2480943E-007, 1.4781943E-004, 2.4155820E-004, 0.0000000E+000,-9.3736911E-005,-1.8550311E-009, 0.0000000E+000, 1.1755566E-001
 4.0680000E+003, 3.6399191E+002, 1.7695425E-001, 7.3626846E-002, 9.0642807E-020, 1.0332727E-001, 1.4912095E-007, 1.4548721E-004, 2.3774491E-004, 0.0000000E+000,-9.2255497E-005,-2.2064848E-009, 0.0000000E+000, 1.1519574E-001
 4.0800000E+003, 3.6499194E+002, 1.7522290E-001, 7.0797600E-002, 9.0642807E-020, 1.0442512E-001, 1.7802664E-007, 1.4305796E-004, 2.3377272E-004, 0.0000000E+000,-9.0712136E-005,-2.6224281E-009, 0.0000000E+000, 1.1278526E-001
 4.0920000E+003, 3.6599194E+002, 1.7352127E-001, 6.8016954E-002, 9.0642807E-020, 1.0550410E-001, 2.1236724E-007, 1.4053553E-004, 2.2964783E-004, 0.0000000E+000,-8.9109184E-005,-3.1143015E-009, 0.0000000E+000, 1.1032367E-001
 4.1040000E+003, 3.6699197E+002, 1.7185044E-001, 6.5286681E-002, 9.0642807E-020, 1.0656350E-001, 2.5313227E-007, 1.3792409E-004, 2.2537699E-004, 0.0000000E+000,-8.7449203E-005,-3.6955039E-009, 0.0000000E+000, 1.0781291E-001
 4.1160000E+003, 3.6799200E+002, 1.7021145E-001, 6.2608503E-002, 9.0642807E-020, 1.0760265E-001, 3.0148536E-007, 1.3522807E-004, 2.2096734E-004, 0.0000000E+000,-8.5734893E-005,-4.3817168E-009, 0.0000000E+000, 1.0525461E-001
 4.1280000E+003, 3.6899203E+002, 1.6860531E-001, 5.9984036E-002, 9.0642807E-020, 1.0862092E-001, 3.5879393E-007, 1.3245217E-004, 2.1642647E-004, 0.0000000E+000,-8.3969120E-005,-5.1912767E-009, 0.0000000E+000, 1.0264983E-001
 4.1400000E+003, 3.6999207E+002, 1.6703293E-001, 5.7414804E-002, 9.0642807E-020, 1.0961770E-001, 4.2666346E-007, 1.2960135E-004, 2.1176241E-004, 0.0000000E+000,-8.2154904E-005,-6.1456120E-009, 0.0000000E+000, 1.0000007E-001
 4.1520000E+003, 3.7099213E+002, 1.6549519E-001, 5.4902244E-002, 9.0642807E-020, 1.1059243E-001, 5.0697764E-007, 1.2668085E-004, 2.0698350E-004, 0.0000000E+000,-8.0295380E-005,-7.2697413E-009, 0.0000000E+000, 9.7305350E-002
 4.1640000E+003, 3.7199219E+002, 1.6399288E-001, 5.2447673E-002, 9.0642807E-020, 1.1154460E-001, 6.0194481E-007, 1.2369611E-004, 2.0209853E-004, 0.0000000E+000,-7.8393823E-005,-8.5928562E-009, 0.0000000E+000, 9.4565816E-002
 4.1760000E+003, 3.7299228E+002, 1.6252674E-001, 5.0052315E-002, 9.0642807E-020, 1.1247371E-001, 7.1415195E-007, 1.2065279E-004, 1.9711653E-004, 0.0000000E+000,-7.6453602E-005,-1.0148993E-008, 0.0000000E+000, 9.1781311E-002
 4.1880000E+003, 3.7399237E+002, 1.6109745E-001, 4.7717277E-002, 9.0642807E-020, 1.1337933E-001, 8.4662742E-007, 1.1755677E-004, 1.9204694E-004, 0.0000000E+000,-7.4478186E-005,-1.1977803E-008, 0.0000000E+000, 8.8949807E-002
 4.2000000E+003, 3.7499246E+002, 1.5970559E-001, 4.5443553E-002, 9.0642807E-020, 1.1426104E-001, 1.0029136E-006, 1.1441413E-004, 1.8689939E-004, 0.0000000E+000,-7.2471128E-005,-1.4125451E-008, 0.0000000E+000, 8.6069658E-002
 4.2120000E+003, 3.7599255E+002, 1.5835170E-001, 4.3232016E-002, 9.0642807E-020, 1.1511850E-001, 1.1871507E-006, 1.1123108E-004, 1.8168376E-004, 0.0000000E+000,-7.0436028E-005,-1.6645647E-008, 0.0000000E+000, 8.3137490E-002
 4.2240000E+003, 3.7699268E+002, 1.5703622E-001, 4.1083425E-002, 9.0642807E-020, 1.1595139E-001, 1.4041751E-006, 1.0801402E-004, 1.7641015E-004, 0.0000000E+000,-6.8376532E-005,-1.9600829E-008, 0.0000000E+000, 8.0148883E-002
 4.2360000E+003, 3.7799283E+002, 1.5575951E-001, 3.8998418E-002, 9.0642807E-020, 1.1675943E-001, 1.6596314E-006, 1.0476946E-004, 1.7108882E-004, 0.0000000E+000,-6.6296292E-005,-2.3063542E-008, 0.0000000E+000, 7.7097416E-002
 4.2480000E+003, 3.7899298E+002, 1.5452187E-001, 3.6977496E-002, 9.0642807E-020, 1.1754241E-001, 1.9601030E-006, 1.0150403E-004, 1.6573013E-004, 0.0000000E+000,-6.4198983E-005,-2.7118011E-008, 0.0000000E+000, 7.3976301E-002
 4.2600000E+003, 3.7999316E+002, 1.5332350E-001, 3.5021055E-002, 9.0642807E-020, 1.1830013E-001, 2.3132636E-006, 9.8224475E-005, 1.6034456E-004, 0.0000000E+000,-6.2088227E-005,-3.1861951E-008, 0.0000000E+000, 7.0775390E-002
 4.2720000E+003, 3.8099335E+002, 1.5216455E-001, 3.3129346E-002, 9.0642807E-020, 1.1903246E-001, 2.7280503E-006, 9.4937583E-005, 1.5494259E-004, 0.0000000E+000,-5.9967606E-005,-3.7408668E-008, 0.0000000E+000, 6.7483388E-002
 4.2840000E+003, 3.8199356E+002, 1.5104504E-001, 3.1302508E-002, 9.0642807E-020, 1.1973931E-001, 3.2148655E-006, 9.1650218E-005, 1.4953472E-004, 0.0000000E+000,-5.7840614E-005,-4.3889447E-008, 0.0000000E+000, 6.4085610E-002
 4.2960000E+003, 3.8299380E+002, 1.4996494E-001, 2.9540550E-002, 9.0642807E-020, 1.2042060E-001, 3.7858085E-006, 8.8369285E-005, 1.4413139E-004, 0.0000000E+000,-5.5710650E-005,-5.1456308E-008, 0.0000000E+000, 6.0562138E-002
 4.3080000E+003, 3.8399408E+002, 1.4892416E-001, 2.7843351E-002, 9.0642807E-020, 1.2107635E-001, 4.4549438E-006, 8.5101710E-005, 1.3874295E-004, 0.0000000E+000,-5.3580960E-005,-6.0285196E-008, 0.0000000E+000, 5.6897677E-002
 4.3200000E+003, 3.8499438E+002, 1.4792246E-001, 2.6210671E-002, 9.0642807E-020, 1.2170655E-001, 5.2386072E-006, 8.1854436E-005, 1.3337964E-004, 0.0000000E+000,-5.1454623E-005,-7.0579588E-008, 0.0000000E+000, 5.3064290E-002
 4.3320000E+003, 3.8599472E+002, 1.4695957E-001, 2.4642153E-002, 9.0642807E-020, 1.2231126E-001, 6.1557635E-006, 7.8634395E-005, 1.2805148E-004, 0.0000000E+000,-4.9334511E-005,-8.2574665E-008, 0.0000000E+000, 4.9032927E-002
 4.3440000E+003, 3.8699509E+002, 1.4603512E-001, 2.3137309E-002, 9.0642807E-020, 1.2289058E-001, 7.2284133E-006, 7.5448508E-005, 1.2276830E-004, 0.0000000E+000,-4.7223246E-005,-9.6542117E-008, 0.0000000E+000, 4.4768881E-002
 4.3560000E+003, 3.8799551E+002, 1.4514866E-001, 2.1695547E-002, 9.0642807E-020, 1.2344464E-001, 8.4820640E-006, 7.2303679E-005, 1.1753965E-004, 0.0000000E+000,-4.5123172E-005,-1.1279560E-007, 0.0000000E+000, 4.0231466E-002
 4.3680000E+003, 3.8899600E+002, 1.4429967E-001, 2.0316154E-002, 9.0642807E-020, 1.2397358E-001, 9.9462686E-006, 6.9206784E-005, 1.1237478E-004, 0.0000000E+000,-4.3036296E-005,-1.3169704E-007, 0.0000000E+000, 3.5373077E-002
 4.3800000E+003, 3.8999652E+002, 1.4348751E-001, 1.8998312E-002, 9.0642807E-020, 1.2447755E-001, 1.1655251E-005, 6.6164685E-005, 1.0728261E-004, 0.0000000E+000,-4.0964260E-005,-1.5366375E-007, 0.0000000E+000, 3.0138170E-002
 4.3920000E+003, 3.9099713E+002, 1.4271151E-001, 1.7741097E-002, 9.0642807E-020, 1.2495676E-001, 1.3648613E-005, 6.3184212E-005, 1.0227165E-004, 0.0000000E+000,-3.8908267E-005,-1.7917678E-007, 0.0000000E+000, 2.4462096E-002
 4.4040000E+003, 3.9199783E+002, 1.4197086E-001, 1.6543485E-002, 9.0642807E-020, 1.2541139E-001, 1.5972160E-005, 6.0272188E-005, 9.7350036E-005, 0.0000000E+000,-3.6869053E-005,-2.0879024E-007, 0.0000000E+000, 1.8269783E-002
 4.4160000E+003, 3.9299863E+002, 1.4126471E-001, 1.5404358E-002, 9.0642807E-020, 1.2584166E-001, 1.8678842E-005, 5.7435453E-005, 9.2525399E-005, 0.0000000E+000,-3.4846806E-005,-2.4314207E-007, 0.0000000E+000, 1.1474235E-002
 4.4280000E+003, 3.9399951E+002, 1.4059210E-001, 1.4322506E-002, 9.0642807E-020, 1.2624776E-001, 2.1829819E-005, 5.4680870E-005, 8.7804947E-005, 0.0000000E+000,-3.2841108E-005,-2.8296637E-007, 0.0000000E+000, 3.9747828E-003
 4.4400000E+003, 3.9500055E+002, 1.3995203E-001, 1.3296641E-002, 9.0642807E-020, 1.2662989E-001, 2.5495718E-005, 5.2015359E-005, 8.3195337E-005, 0.0000000E+000,-3.0850868E-005,-3.2910748E-007, 0.0000000E+000,-4.3448536E-003
 4.4520000E+003, 3.9600171E+002, 1.3934338E-001, 1.2325396E-002, 9.0642807E-020, 1.2698822E-001, 2.9758032E-005, 4.9445949E-005, 7.8702717E-005, 0.0000000E+000,-2.8874234E-005,-3.8253600E-007, 0.0000000E+000,-1.3618842E-002
 4.4640000E+003, 3.9700305E+002, 1.3876495E-001, 1.1407331E-002, 9.0642807E-020, 1.2732290E-001, 3.4710753E-005, 4.6979811E-005, 7.4332689E-005, 0.0000000E+000,-2.6908512E-005,-4.4436717E-007, 0.0000000E+000,-2.4001770E-002
 4.4760000E+003, 3.9800458E+002, 1.3821544E-001, 1.0540944E-002, 9.0642807E-020, 1.2763403E-001, 4.0462226E-005, 4.4624321E-005, 7.0090267E-005, 0.0000000E+000,-2.4950064E-005,-5.1588171E-007, 0.0000000E+000,-3.5671588E-002
 4.4880000E+003, 3.9900632E+002, 1.3769351E-001, 9.7246775E-003, 9.0642807E-020, 1.2792169E-001, 4.7137277E-005, 4.2387150E-005, 6.5979897E-005, 0.0000000E+000,-2.2994196E-005,-5.9854983E-007, 0.0000000E+000,-4.8832934E-002
 4.5000000E+003, 4.0000836E+002, 1.3719767E-001, 8.9569222E-003, 9.0642807E-020, 1.2818587E-001, 5.4879649E-005, 4.0276322E-005, 6.2005420E-005, 0.0000000E+000,-2.1035044E-005,-6.9405831E-007, 0.0000000E+000,-6.3720934E-002
 4.5120000E+003, 4.0101065E+002, 1.3672635E-001, 8.2360292E-003, 9.0642807E-020, 1.2842648E-001, 6.3854779E-005, 3.8300328E-005, 5.8170099E-005, 0.0000000E+000,-1.9065428E-005,-8.0434154E-007, 0.0000000E+000,-8.0605529E-002
 4.5240000E+003, 4.0201334E+002, 1.3627790E-001, 7.5603104E-003, 9.0642807E-020, 1.2864333E-001, 7.4252981E-005, 3.6468256E-005, 5.4476575E-005, 0.0000000E+000,-1.7076700E-005,-9.3161754E-007, 0.0000000E+000,-9.9799290E-002
 4.5360000E+003, 4.0301639E+002, 1.3585052E-001, 6.9280518E-003, 9.0642807E-020, 1.2883617E-001, 8.6293068E-005, 3.4789897E-005, 5.0926898E-005, 0.0000000E+000,-1.5058573E-005,-1.0784261E-006, 0.0000000E+000,-1.2165148E-001
 4.5480000E+003, 4.0401993E+002, 1.3544230E-001, 6.3375183E-003, 9.0642807E-020, 1.2900455E-001, 1.0022653E-004, 3.3275934E-005, 4.7522524E-005, 0.0000000E+000,-1.2998916E-005,-1.2476772E-006, 0.0000000E+000,-1.4657174E-001
 4.5600000E+003, 4.0502399E+002, 1.3505121E-001, 5.7869595E-003, 9.0642807E-020, 1.2914790E-001, 1.1634221E-004, 3.1938100E-005, 4.4264336E-005, 0.0000000E+000,-1.0883536E-005,-1.4427017E-006, 0.0000000E+000,-1.7502584E-001
 4.5720000E+003, 4.0602866E+002, 1.3467504E-001, 5.2746199E-003, 9.0642807E-020, 1.2926546E-001, 1.3497178E-004, 3.0789397E-005, 4.1152631E-005, 0.0000000E+000,-8.6959217E-006,-1.6673105E-006, 0.0000000E+000,-2.0754680E-001
 4.5840000E+003, 4.0703403E+002, 1.3431145E-001, 4.7987420E-003, 9.0642807E-020, 1.2935622E-001, 1.5649582E-004, 2.9844336E-005, 3.8187158E-005, 0.0000000E+000,-6.4169599E-006,-1.9258623E-006, 0.0000000E+000,-2.4474430E-001
